ID,ISBN,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Иллюстрации,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
067499,978-5-699-19912-9,Терри Пратчетт,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/yc/large_587469a823297901.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,544,,Патриот,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,350,,,,,Русский
067500,978-5-699-19242-7,Терри Пратчетт,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/zv/large_0ebc4bf21034648a.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Последний континент,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/4308/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,340,,,,,Русский
067501,,Терри Пратчетт,True,,,,,,2006,,Эксмо,https://www.respublica.ru/uploads/00/00/00/6d/zy/large_cd21ee5b8f39dcc9.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Роковая музыка,,Фэнтези,Твердая,,,,https://www.respublica.ru/items/4309/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,490,,,,,Русский
067502,978-5-699-19907-5,Терри Пратчетт,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/yb/large_37f5655406735550.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,480,,Санта-Хрякус,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,11 х 19,340,,,,,Русский
067503,,Терри Пратчетт,False,,,,,,2006,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/y9/large_2fba10677d550d86.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,384,,"Эрик, а также Ночная Стража, ведьмы и Коэн-Варвар",,,Твердая,,,,,,,,Терри Пратчетт,Россия,,,,13 x 20,360,,,,,Русский
072213,978-5-9985-0517-1,Федор Михайлович Достоевский,False,,,,,,2015,,Азбука,https://www.respublica.ru/uploads/00/00/00/dc/x8/large_21be9f0ccf9d589b.jpg,,,Книги; Художественная литература; Классическая литература,320,,Белые ночи,,,Мягкая,"В истории мирового романа Ф.М.Достоевскому принадлежит одно из первых мест. Его творчество обогатило опыт художественного самопознания человечества. Он автор знаменитых романов ""Преступление и наказание"", ""Униженные и оскорбленные"", ""Идиот"", ""Братья Карамазовы"", ""Игрок""...В настоящем издании представлены ранние повести Достоевского: ""Белые ночи"" (1848) и ""Неточка Незванова"" (1849-1860). Если в первом произведении (романе влюбленных) поднимается столь своевременная и сегодня проблема отчужденности личности, то во втором ставится вопрос: изначально ли жестока человеческая натура.Можно смело сказать, что ""Белые ночи"" и ""Неточка Незванова"" - самые поэтичные произведения Достоевского. Книгу завершают эссе И.Анненского о Достоевском.",,,,Отечественные,,,,Россия,,,,11 х 18,110,120,,,,Русский
072214,978-5-389-03201-9,Федор Михайлович Достоевский,False,,,,,,2010,,Азбука,https://www.respublica.ru/uploads/01/00/00/30/al/large_15eb6e1bb79ba8f2.jpg,,,Книги; Художественная литература; Классическая литература,256,,Двойник. Господин Прохарчин,,,Мягкая,"Повесть «Двойник» и рассказ «Господин Прохарчин» написаны Достоевским, по определению И. Анненского, «до катастрофы», т. е. до ареста по делу «петрашевцев» и гражданской казни на Семеновском плацу в Петербурге (1849).В повести «Двойник» (1846) Достоевским дан глубокий психологический анализ расколотого сознания, анализ, предвещающий великие романы писателя. Повесть «Двойник» во многом связана с художественным миром и поэтикой гоголевских петербургских повестей. Можно сказать, что фантастический и непостижимый Петербург романов Достоевского берет начало в этой повести. Не случайно ведь повесть имеет подзаголовок «Петербургская поэма».«Господин Прохарчин» (1846) — это история человека, который «умер от страха» (И. Анненский).Основной мотив рассказа — «непосильная для наивной души борьба со страхом жизни» (И. Анненский).Можно сказать, что уже в этих ранних произведениях страдания человека доведены Достоевским до прямо-таки фантастического разнообразия.В качестве приложения в книге даны два эссе И. Анненского, объединенные общим названием «Достоевский до катастрофы».",,,,Отечественные,,,,Россия,,,,11 х 18,110,140,,,,Русский
074101,,Терри Пратчетт,True,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/y5/large_d1821720b3969b4c.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,576,,Пятый элефант,,Фэнтези,Твердая,,,,,Зарубежные,,,Терри Пратчетт,Россия,,,,12 х 20,540,,,,,Русский
074967,978-5-9985-1047-2,Михаил Афанасьевич Булгаков,False,,,,,,2015,,Азбука,https://www.respublica.ru/uploads/00/00/00/dc/w8/large_6771531b633ecb3b.jpg,,,Книги; Художественная литература; Классическая литература,304,,Зойкина квартира,,,Мягкая,"В настоящее издание включены три пьесы Булгакова, написанные в 20-30-х годах: ""Зойкина квартира"", ""Адам и Ева"" и ""Александр Пушкин"". Все три пьесы автор при жизни не увидел ни поставленными на театральной сцене, ни напечатанными. ""Все мои пьесы запрещены, нигде ни одной строки моей не напечатают... ни копейки авторского гонорара ниоткуда не поступает..."" - с отчаянием писал Булгаков.До премьеры пьесы ""Александр Пушкин"" во МХТе в 1943 году Булгаков не дожил. ""Зойкина квартира"" на родине автора впервые увидела свет в 1982 году, а пьеса ""Адам и Ева"" - в 1987-м.Содержание:Зойкина квартира.Адам и Ева.Александр Пушкин.",,,,Отечественные,,,,Россия,,,,11 х 18,240,,,,,Русский
076604,978-5-699-22357-2,Терри Пратчетт,False,,,,,,2015,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6d/y1/large_d92d40c2d6dd37d5.jpg,,,Книги; Художественная литература; Фантастика и фэнтези,384,,"Мор, ученик Смерти",,Фэнтези,Твердая,,,,https://www.respublica.ru/items/10689/download_preview_pdf,Зарубежные,,,Терри Пратчетт,Россия,,,,13 x 20,340,430,,,,Русский
076616,,Федор Михайлович Достоевский,False,,,,,,2010,,Эксмо,https://www.respublica.ru/uploads/01/00/00/1o/ut/large_10046c2b4cb3191a.jpg,,,Книги; Художественная литература; Классическая литература,608,,Преступление и наказание,,,Суперобложка,"«Преступление и наказание» (1866) — роман об одном преступлении. Двойное убийство, совершенное бедным студентом из-за денег. Трудно найти фабулу проще, но интеллектуальное и душевное потрясение, которое производит роман, — неизгладимо. В чем здесь загадка? Кроме простого и очевидного ответа — «в гениальности Достоевского» — возможно, существует как минимум еще один: «проклятые» вопросы не имеют простых и положительных ответов. Нищета, собственные страдания и страдания близких всегда ставили и будут ставить человека перед выбором: имею ли я право преступить любой нравственный закон, чтобы потом стать спасителем униженных и утешителем слабых",,,https://www.respublica.ru/items/10707/download_preview_pdf,Отечественные,,,Библиотека всемирной литературы,Россия,,,,13 х 21,385,535,,,,Русский
